PLAYER_NAME,DRAFT_YEAR,HEIGHT_WO_SHOES_FT_IN,PHYSICAL_SCORE_FINAL,SHOOTING_SCORE,PLAYMAKING_SCORE,DEFENSE_SCORE
jalen slawson,2023,6' 6.50'',57.56,54.66695400335997,49.62513936411388,66.19016588239693
terquavion smith,2023,6' 2.50'',47.25,,,
julian strawther,2023,6' 6.00'',51.28,,,
drew timme,2023,6' 8.75'',61.65,,,
oscar tshiebwe,2023,6' 7.25'',66.52,31.526416228589724,33.57482950944923,58.557172948807136
azuolas tubelis,2023,6' 8.75'',52.87,41.515082019717376,38.114079036279634,48.37705785477623
jarace walker,2023,6' 6.50'',63.68,43.60095557356924,41.39432287808842,59.242883513233565
cason wallace,2023,6' 2.50'',53.42,49.54619629218626,60.56881414331456,53.90375604276856
jordan walsh,2023,6' 5.75'',62.48,37.85431928084359,32.13193339246093,48.63606183613744
cam whitmore,2023,6' 5.75'',47.79,47.32078138936625,26.40558391387243,47.60546577116732
jalen wilson,2023,6' 5.50'',46.17,52.1376477819093,38.66281146911634,36.85742027660869
isaiah wong,2023,6' 2.50'',47.77,59.07631039419273,50.24360300417912,42.1420663098896
michael ajayi,2024,6' 5.75'',61.87,57.11415261533831,37.044198201530335,38.21144222383455
trey alexander,2024,6' 3.25'',57.79,,,
reece beekman,2024,6' 1.25'',50.41,,,
adem bona,2024,6' 8.25'',65.96,29.75121547735833,31.278053036694438,70.7247147526128
trevon brazile,2024,6' 9.25'',64.77,45.87935198245744,24.63553451116073,54.169095015325134
jalen bridges,2024,6' 6.75'',52.73,62.62182018792335,38.25418250568161,42.96268556901846
carlton carrington,2024,6' 3.75'',49.62,50.404428497837024,59.63041735862899,27.581480247074666
stephon castle,2024,6' 5.50'',50.23,39.1098967051484,55.891485106326186,40.08185259273421
cam christie,2024,6' 4.50'',48.01,58.94585824438093,48.06890008886284,29.827251532266416
nique clifford,2024,6' 5.00'',47.68,51.95159501363608,52.04093699763966,55.56733725237497
donovan clingan,2024,7' 1.75'',68.21,23.89349775344478,47.08755905781652,77.99273654577911
isaiah collier,2024,6' 2.50'',41.26,42.8654950951115,56.17439778896739,42.94690310765547
n'faly dante,2024,6' 10.00'',69.3,25.28631661820059,33.09850503066276,73.29303145568284
ryan dunn,2024,6' 6.25'',61.42,23.46542084686089,31.401707429246272,76.02472780483853
zach edey,2024,7' 3.75'',75.11,30.558124909736232,37.72681125894867,58.77883192605351
jesse edwards,2024,6' 11.50'',65.5,21.445860023933164,31.00956080501916,59.04277460028482
boogie ellis,2024,6' 0.75'',51.92,59.5087108184778,50.10543644718397,37.07425743439557
kyle filipowski,2024,6' 10.75'',46.54,44.14685393665136,47.96290103566336,60.8509910723539
enrique freeman,2024,6' 7.25'',62.8,46.801617842939336,32.65038531948878,58.26214242434784
johnny furphy,2024,6' 7.50'',43.88,51.89047221217477,36.40752621694888,41.46079424502774
kyshawn george,2024,6' 7.00'',53.05,60.371160943113615,49.75477622218838,43.50468030616566
pj hall,2024,6' 8.25'',59.06,48.20359898559753,33.042255719166086,55.12819757131516
coleman hawkins,2024,6' 8.25'',55.95,,,
oso ighodaro,2024,6' 9.50'',50.24,25.82425623978586,49.59547984879627,53.80400009236538
harrison ingram,2024,6' 5.25'',60.19,,,
bronny james,2024,6' 1.50'',51.17,36.49300972771035,55.98435543054029,41.395178477459055
keshad johnson,2024,6' 6.25'',54.13,50.42070714190794,40.79469582124497,47.62972988892248
dillon jones,2024,6' 4.50'',56.95,50.95642925349007,59.21908617554739,46.13617330127105
alex karaban,2024,6' 6.50'',55.66,62.80372859714571,42.92625210446226,42.89700010052523
dalton knecht,2024,6' 5.25'',51.34,59.72512962378429,38.95711605871949,36.9540555506872
tyler kolek,2024,6' 1.25'',35.62,59.53721121575621,72.93803390561975,42.84170555922295
pelle larsson,2024,6' 5.25'',47.23,57.62483917295553,58.4348799060607,33.50097468343649
jared mccain,2024,6' 2.00'',38.08,67.27004210804779,42.44350137461953,34.63618321523616
yves missi,2024,6' 10.75'',58.47,25.44769850467617,24.232182238889877,63.44508087373156
ajay mitchell,2024,6' 3.25'',45.76,59.12930646968973,55.740829207048606,40.54080207245778
jonathan mogbo,2024,6' 6.25'',63.15,29.53603962872422,59.08852553540728,61.01529275829513
tristen newton,2024,6' 3.25'',47.2,50.94489607161624,68.84019453574041,34.46805376254315
quinten post,2024,7' 0.00'',58.05,62.21277944126752,46.33230089808089,58.4582419875111
antonio reeves,2024,6' 4.50'',50.46,69.8044527648778,39.36774263487862,29.465249364384736
jaxson robinson,2024,6' 4.75'',58.14,63.80958227040359,34.741417280960015,35.31754396304638
hunter sallis,2024,6' 3.50'',55.26,,,
payton sandfort,2024,6' 6.25'',46.35,66.34665224900976,52.89821741504264,34.75698028259128
baylor scheierman,2024,6' 6.25'',47.83,64.00239943132405,54.314961921703016,30.78282935467238
mark sears,2024,5' 10.25'',34.63,68.05367042556234,55.64163477846007,40.40328771913496
jamal shead,2024,6' 0.25'',38.6,46.1651919567024,71.4494694533762,58.624820744951705
reed sheppard,2024,6' 1.75'',35.22,69.58351270276847,64.59849508750818,69.73324255725694
kj simpson,2024,6' 0.25'',42.98,67.38061601279367,62.21689820973685,40.06098973572642
cam spencer,2024,6' 3.00'',41.93,71.48574311203288,60.89048059218511,42.84170555922295
nae'qwan tomlin,2024,6' 8.25'',63.24,54.9103754611542,27.17921934908017,52.377823200521085
jt toppin,2024,6' 7.00'',59.1,34.8836160069411,26.25241129106949,73.9116338159284
jaylon tyson,2024,6' 5.50'',47.42,53.53928472232133,48.36280877037362,41.24971497450525
ja'kobe walter,2024,6' 4.25'',55.64,53.34169166770795,35.47227226694042,35.37542589167343
kel'el ware,2024,6' 11.75'',64.51,47.70680941629372,34.918163439734066,57.50250320746672
jamir watkins,2024,6' 5.00'',58.09,,,
jaylen wells,2024,6' 6.50'',43.44,63.08753805278776,40.02303631189176,27.535791061130784
cody williams,2024,6' 6.50'',58.87,51.824930054622,35.659159645726675,37.60129178002752
tamar bates,2025,6' 3.75'',57.56,66.24677816099653,30.997831037277283,41.58154596876209
koby brea,2025,6' 5.75'',38.48,72.40536803751442,46.19719025682754,28.99618286434356
johni broome,2025,6' 9.25'',55.84,31.19907675586629,52.59632661087534,69.13461021774656
carter bryant,2025,6' 6.50'',57.36,50.225308635006485,36.9107686230964,66.12905395258025
miles byrd,2025,6' 4.75'',54.62,50.86497592781858,50.30244265945483,68.04423473792176
nique clifford,2025,6' 5.25'',47.68,,,
alex condon,2025,6' 11.25'',53.04,36.03968873728135,49.09866696620492,62.80864602171884
cedric coward,2025,6' 5.25'',64.41,61.70041133424695,54.7816533514587,54.76801851716972
egor demin,2025,6' 8.25'',49.47,40.05768228605847,66.71146137662858,44.55772074083151
eric dixon,2025,6' 7.50'',55.05,62.95070389252663,36.48151382636247,31.195936331547383
vj edgecombe,2025,6' 4.00'',48.75,50.86869162864945,51.94573693246916,57.45183488510104
jeremiah fears,2025,6' 2.50'',43.26,47.96557946553909,54.32516775453569,43.487644376715984
cooper flagg,2025,6' 7.75'',56.58,58.559174135121225,60.82235723566363,63.1885673133184
rasheer fleming,2025,6' 8.25'',68.38,54.92899643898326,32.872407993682764,64.43037023377047
vladislav goldin,2025,7' 0.00'',66.11,42.08734386732348,29.992677615632854,52.1864745218271
pj haggerty,2025,6' 2.25'',47.77,52.966563772999606,48.10629570656968,41.69564254416465
dylan harper,2025,6' 4.50'',56.54,48.887683572221206,56.15890377135589,46.14786025959263
kasparas jakucionis,2025,6' 4.75'',47.6,52.47476351213847,56.54500085705074,34.90811392396943
sion james,2025,6' 4.50'',43.94,57.78343623786166,59.3840314311306,37.37039642529416
kam jones,2025,6' 3.25'',44.61,41.51159158198984,69.79236997819993,40.40381637664452
ryan kalkbrenner,2025,7' 1.00'',66.45,41.41208314020588,34.889905631985826,64.11949785432847
karter knox,2025,6' 5.00'',55.28,52.139241941293776,33.396593133710425,38.22658432320372
kon knueppel,2025,6' 5.00'',43.34,67.76367424641822,51.98906499491275,34.82328424838361
chaz lanier,2025,6' 3.75'',53.35,60.164785337935584,32.84208156636828,30.898685233240684
yaxel lendeborg,2025,6' 8.50'',66.17,47.32446662649335,58.42297170344492,70.79332712361412
khaman maluach,2025,7' 0.75'',69.21,33.51679282845522,26.39364744407393,54.08978915440312
alijah martin,2025,6' 1.50'',51.67,52.92430750789253,45.827355158082256,43.52942148347865
liam mcneeley,2025,6' 6.75'',46.35,53.826765047490525,42.79513075650613,28.56555781109449
mackenzie mgbako,2025,6' 7.50'',50.96,52.45875285647905,33.96548373670336,31.937823308359388
jalon moore,2025,6' 6.25'',53.86,57.769866056460025,24.827724315643398,34.41070094669936
collin murray-boyles,2025,6' 6.50'',60.22,34.48527805973376,42.4995446614813,63.84299044415678
grant nelson,2025,6' 10.00'',53.35,,,
ryan nembhard,2025,5' 11.00'',36.97,54.65071840673866,77.19979487179488,40.012107041997325
asa newell,2025,6' 9.00'',52.99,41.41723323266063,29.764738002297836,51.812477015430446
yanic konan niederhauser,2025,6' 11.25'',61.05,28.02980868828547,28.002265566014582,73.62821265243285
otega oweh,2025,6' 4.25'',51.08,49.19440961423975,39.80805026717617,53.1215600968168
micah peavy,2025,6' 6.25'',43.11,50.03015500625919,49.43544673039238,53.69178669754783
tahaad pettiford,2025,6' 0.25'',46.71,57.79385942416821,59.00092615074938,38.56662781562654
labaron philon,2025,6' 2.75'',46.52,46.951590137012815,64.26994362295932,49.79189812492772
drake powell,2025,6' 5.25'',59.26,46.59366703058047,39.3349623609839,42.620684273375645
tyrese proctor,2025,6' 4.25'',46.69,55.05161788708166,49.501456364696566,29.56838343457301
derik queen,2025,6' 9.25'',56.28,35.038842318656336,36.82357542696152,54.62123189818612
maxime raynaud,2025,7' 0.25'',53.27,51.89060771652494,33.270143424430806,53.12311211553264
jase richardson,2025,6' 0.50'',49.53,61.85043736486341,51.46070283926738,36.902467278959634
will riley,2025,6' 8.25'',44.7,46.61093365114919,50.62975657117372,27.25613600350084
hunter sallis,2025,6' 3.75'',55.26,44.75565436933834,43.74262919138391,39.08142997443738
kobe sanders,2025,6' 7.00'',45.54,50.485684027248695,63.74908229875126,37.11115934867917
mark sears,2025,5' 10.75'',34.63,,,
max shulga,2025,6' 4.25'',41.86,57.46203387746802,60.269122000774686,45.1400021835745
javon small,2025,6' 1.00'',43.84,60.25357299537584,63.74247526605981,39.81832357338617
john tonje,2025,6' 4.75'',52.41,65.76066861315716,38.293280569005645,30.290384420129456
milos uzan,2025,6' 3.25'',40.79,60.381516904706885,64.42563193313345,30.36546746829951
jamir watkins,2025,6' 5.00'',58.09,47.71731588200672,41.055374326268826,43.75247083840227
brice williams,2025,6' 5.25'',56.85,60.6746164856207,45.51844017952837,35.485605740570435
darrion williams,2025,6' 4.50'',45.63,53.71729748729887,57.59996583916749,44.56672629383037
danny wolf,2025,6' 10.50'',59.24,38.45145215073032,51.16724502237193,53.25237355376403
